cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,lossSorted
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,3,2,1,1,2,1,3,3,3,5,6,1,1,6,2,3,4,5,2,14,2,10,16,7,6,151,0.31405,0.078346,0.527991,0.327354,0.356315,0.354984,0.601382,0.45289,0.37458,0.25183,0.430255,0.420899,0.287682,0.825581,1264.88
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,5,6,1,1,7,1,1,6,2,2,14,1,7,15,5,5,48,0.298041,0.737068,0.280933,0.364302,0.340543,0.666096,0.483379,0.36083,0.37853,0.52775,0.4922,0.481306,0.753989,0.237883,1265.04
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,2,2,1,1,1,2,1,1,3,2,1,2,1,1,1,1,1,4,6,1,2,7,2,5,5,1,2,14,2,46,4,1,9,10,0.715803,0.488789,0.61366,0.327354,0.826714,0.719318,0.547511,0.38318,0.69854,0.76052,0.661688,0.648446,0.728429,0.763538,1268.99
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,2,1,1,3,2,1,13,6,1,1,7,2,5,2,9,2,11,2,7,16,4,4,28,0.465671,0.555782,0.692825,0.473202,0.525831,0.764704,0.844865,0.53642,0.55648,0.64056,0.705501,0.692256,0.758902,0.235913,1273.29
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,3,2,1,1,1,1,3,2,1,3,6,1,1,5,6,3,1,2,2,14,2,5,5,5,4,36,0.465671,0.100099,0.080909,0.50382,0.281143,0.56091,0.42328,0.55421,0.4895,0.36974,0.307628,0.301921,0.648701,0.434948,1288.04
2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,3,2,2,3,4,4,2,1,1,3,1,2,1,6,2,4,2,11,9,1,9,118,0.299256,0.681761,0.54977,0.730249,0.372405,0.344288,0.354907,0.95332,0.33051,0.3148,0.291268,0.286079,0.48667,0.472346,1289.75
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,2,2,1,1,3,3,3,6,1,2,6,2,1,3,5,2,11,2,3,11,1,3,94,0.488816,0.555782,0.65431,0.318422,0.281143,0.442105,0.622821,0.36636,0.52938,0.39068,0.4922,0.481306,0.30435,0.772179,1293.52
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,2,1,2,2,1,2,3,3,12,6,1,1,3,6,2,7,4,2,20,1,19,37,1,6,41,0.254071,0.299102,0.298977,0.336414,0.577339,0.278172,0.317916,0.2926,0.24958,0.27777,0.180456,0.178698,0.30435,0.214803,1296.92
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,3,3,3,6,6,1,3,6,3,3,3,4,2,6,2,6,4,1,3,9,0.480125,0.358319,0.745801,0.309621,0.61906,0.317735,0.362399,0.26847,0.41471,0.43919,0.6075,0.594646,0.315758,0.384657,1302.82
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,2,4,1,1,3,8,3,6,1,1,11,8,7,9,8,2,16,2,18,8,4,11,114,0.493164,0.785784,0.527991,0.89851,0.919163,0.582503,0.614204,0.51256,0.5063,0.65576,0.94945,0.961687,0.250991,0.793119,1303.29
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,4,6,1,1,1,2,1,7,1,3,24,2,33,2,4,4,1,0.824083,0.245921,0.201309,0.493605,0.794794,0.673896,0.487571,0.64577,0.79734,0.64056,0.6075,0.612906,0.758902,0.208847,1309.6
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2,1,3,6,1,1,11,2,7,5,2,2,11,1,10,11,3,4,56,0.854511,0.245921,0.298977,0.275813,0.281143,0.917585,0.91213,0.36083,0.81945,0.82249,0.888438,0.879347,0.844662,0.820761,1317.15
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,12,6,1,1,3,6,3,3,4,13,1,1,21,2,1,7,11,0.465671,0.100099,0.336963,0.483397,0.281143,0.305875,0.3432,0.36083,0.36091,0.36458,0.217678,0.222634,0.268941,0.282745,1318.92
1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,1,1,2,3,2,1,1,2,1,3,3,3,10,5,1,2,6,4,2,3,4,2,13,2,6,4,1,3,9,0.470002,0.100099,0.484196,0.309621,0.422268,0.277229,0.351637,0.26847,0.39447,0.37493,0.453334,0.443374,0.310026,0.379626,1319.71
1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,1,10,1,1,6,1,3,3,4,2,10,2,20,8,1,3,43,0.493164,0.127059,0.201309,0.821574,0.281143,0.317225,0.305529,0.39455,0.39648,0.32935,0.275431,0.301921,0.295948,0.698662,1320.05
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,2,3,6,1,1,3,1,2,3,3,3,10,5,34,21,1,3,11,0.415686,0.358319,0.419161,0.195483,0.456483,0.251403,0.272789,0.27797,0.32311,0.26029,0.24541,0.241676,0.284958,0.668818,1322.72
2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,3,3,3,3,6,1,1,2,2,2,3,4,9,14,1,10,6,4,3,2,0.520698,0.488789,0.54977,0.452887,0.499798,0.304628,0.381883,0.58354,0.46226,0.38016,0.341813,0.352251,0.339244,0.808191,1325.39
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,2,3,1,1,2,1,1,3,3,5,6,1,2,2,1,5,9,4,2,6,2,14,33,1,7,3,0.630691,0.555782,0.54977,0.74604,0.752295,0.534404,0.426295,0.55421,0.66201,0.60401,0.415029,0.40609,0.348267,0.410735,1328.99
1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,3,6,4,7,1,2,3,4,2,4,3,2,13,1,3,10,1,3,41,0.252973,0.245921,0.944251,0.252014,0.405415,0.239641,0.380137,0.3128,0.2875,0.26029,0.453334,0.443374,0.26115,0.808347,1336.61
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,6,1,1,2,1,1,2,2,2,15,3,16,3,1,9,3,0.403067,0.620805,0.527991,0.236924,0.295397,0.577633,0.460752,0.2926,0.38249,0.59869,0.352419,0.387819,0.660756,0.740578,1337.61
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,3,2,1,2,3,1,4,4,5,11,6,1,6,7,2,5,7,7,2,14,2,2,13,1,10,15,0.666359,0.785784,0.728827,0.604408,0.388783,0.753304,0.614204,0.32317,0.68419,0.79504,0.75169,0.738791,0.660756,0.317117,1340.8
2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,6,6,1,2,5,1,1,2,2,2,6,2,21,5,1,5,36,0.481573,0.422197,0.215772,0.50382,0.534484,0.711174,0.589613,0.56011,0.53565,0.47225,0.480509,0.481306,0.773235,0.216867,1342.11
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,9,6,1,2,6,2,1,3,4,2,37,2,11,2,1,3,9,0.514906,0.245921,0.54977,0.383428,0.777274,0.416753,0.50114,0.54236,0.39849,0.45017,0.422624,0.481306,0.333292,0.464053,1342.81
2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,2,1,1,1,1,3,2,1,4,1,1,1,6,1,1,5,2,2,6,2,7,5,1,1,17,0.62663,0.422197,0.506105,0.463029,0.525831,0.618041,0.524932,0.88931,0.5189,0.59869,0.453334,0.454705,0.669664,0.250188,1344.05
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,2,2,1,1,3,3,3,6,1,1,5,2,1,9,4,2,10,2,17,26,4,7,19,0.629339,0.358319,0.230975,0.62377,0.388783,0.460158,0.504595,0.29758,0.5042,0.54983,0.453334,0.462286,0.312885,0.356274,1345.93
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,2,2,1,2,3,3,6,6,1,1,3,1,4,7,4,3,10,5,10,2,1,10,5,0.325401,0.488789,0.592681,0.473202,0.758711,0.201125,0.260915,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.798003,1346.91
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,2,1,1,3,3,2,3,6,1,1,7,3,5,3,5,2,18,1,12,30,1,7,10,0.376862,0.422197,0.745801,0.208655,0.281143,0.436601,0.663452,0.2828,0.5042,0.43919,0.742852,0.729856,0.253506,0.346526,1349.67
2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2,2,3,1,4,4,5,3,7,1,1,7,2,5,5,7,2,14,2,46,4,5,9,10,0.642763,0.555782,0.54977,0.327354,0.811271,0.690216,0.498919,0.33906,0.62542,0.73106,0.622276,0.609277,0.687115,0.761105,1353.06
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,9,6,1,1,5,2,5,2,2,2,4,2,41,9,8,8,72,0.727451,0.488789,0.527991,0.753703,0.281143,0.813282,0.620848,0.9088,0.80668,0.61459,0.774247,0.761665,0.869135,0.7152,1357.27
1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,3,3,4,6,1,1,3,6,2,4,4,2,11,1,21,8,1,3,137,0.360665,0.785784,0.692825,0.921781,0.916543,0.330356,0.304587,0.64027,0.37065,0.39599,0.234038,0.236124,0.348267,0.273861,1358.59
2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,9,6,1,1,3,1,6,4,4,3,6,4,30,33,1,6,41,0.282512,0.422197,0.462347,0.722125,0.758711,0.210935,0.264836,0.5006,0.35897,0.23948,0.223038,0.220003,0.284958,0.189802,1359.34
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,13,6,1,1,5,2,1,9,4,2,4,2,5,8,6,7,19,0.629339,0.358319,0.230975,0.713852,0.811271,0.430536,0.4077,0.36083,0.46853,0.52221,0.453334,0.462286,0.321548,0.430752,1359.64
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,3,1,1,3,2,1,10,4,1,1,5,2,5,2,2,2,4,2,7,9,1,4,72,0.513457,0.358319,0.440642,0.753703,0.281143,0.744458,0.599132,0.87954,0.521,0.61459,0.727671,0.714544,0.78245,0.256809,1362.96
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,3,3,4,6,1,3,7,4,5,4,5,2,13,2,4,30,1,6,10,0.525038,0.488789,0.745801,0.208655,0.288217,0.587642,0.84915,0.32843,0.54609,0.40131,0.742852,0.729856,0.40452,0.602122,1373.31
1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,3,3,4,1,1,2,3,1,6,7,4,2,10,2,9,2,1,6,5,0.330514,0.681761,0.61366,0.473202,0.911073,0.240069,0.279895,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.297015,1374.32
1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,3,1,4,4,5,4,4,1,2,7,6,1,5,7,2,7,2,7,1,1,10,21,0.637419,0.422197,0.246911,0.679338,0.38056,0.646468,0.411042,0.5245,0.64873,0.79139,0.377724,0.369858,0.689974,0.242696,1376.24
1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,3,3,1,1,4,5,4,4,1,6,7,1,3,1,7,53,8,2,19,9,1,1,16,0.442673,0.358319,0.230975,0.652072,0.332785,0.498883,0.418349,0.74174,0.5,0.46672,0.396226,0.387819,0.645656,0.217049,1380.84
1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,4,6,1,1,4,2,5,1,2,2,13,2,17,6,5,4,62,0.716981,0.422197,0.230975,0.463029,0.281143,0.848535,0.691687,0.68823,0.71934,0.79863,0.81013,0.798279,0.839341,0.354788,1382.82
1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,3,6,1,1,5,2,3,9,8,3,6,1,9,35,2,11,101,0.390575,0.199504,0.187583,0.882607,0.281143,0.321058,0.326539,0.26847,0.28922,0.52775,0.426435,0.417182,0.213045,0.297828,1385.24
2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,2,2,1,4,3,3,3,6,1,1,1,1,7,10,5,2,13,2,10,32,2,2,100,0.805726,0.358319,0.201309,0.29243,0.397069,0.686431,0.824097,0.2501,0.61751,0.77634,0.603774,0.590961,0.360468,0.82726,1386.52
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,3,1,4,4,5,4,6,1,6,7,2,5,5,7,2,14,2,7,4,1,9,10,0.642763,0.555782,0.54977,0.327354,0.718531,0.690216,0.498919,0.33906,0.62542,0.73106,0.622276,0.609277,0.687115,0.234601,1386.95
1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,10,7,1,1,7,2,1,1,2,2,6,2,1,5,1,10,10,0.425579,0.555782,0.673861,0.809278,0.711452,0.610797,0.486584,0.92002,0.4832,0.67065,0.695685,0.682413,0.633362,0.725004,1388.53
1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,2,2,1,3,3,3,12,6,1,2,2,2,1,4,5,2,11,2,5,25,1,7,39,0.348719,0.555782,0.777587,0.18295,0.281143,0.421908,0.63777,0.34987,0.40657,0.40666,0.468839,0.458493,0.287682,0.432327,1396.38
